sid,mu1,mu2,y1,y2,intercept,x,traj_gt
4.0,0.8458038619974619,0.9852559533719037,1,1,1.0,-1.7020620756797797,0.0
4.0,0.6306941276670414,0.9541390656089828,1,1,1.0,-0.5351957798224815,0.0
4.0,0.37607527899248167,0.8801403187018958,0,1,1.0,0.5062403882439631,0.0
4.0,0.13165108398845166,0.6487528017172798,0,1,1.0,1.8864384910867165,0.0
4.0,0.06758854172654867,0.46895605090730863,1,0,1.0,2.6243357285012308,0.0
4.0,0.014373057976164531,0.15085351439360278,0,0,1.0,4.227922447816287,0.0
4.0,0.007175055413288209,0.08091764118109825,0,0,1.0,4.929943874342767,0.0
5.0,0.9912730313397775,0.9992778620198743,1,1,1.0,-4.7325719302756974,0.0
5.0,0.9775428521117833,0.9981178059636588,1,1,1.0,-3.7734331744063914,0.0
5.0,0.9424969810669768,0.99501683917153,1,1,1.0,-2.7966952665970015,0.0
5.0,0.7995851458909565,0.9798402901174863,0,1,1.0,-1.3837035367645212,0.0
5.0,0.5940014589196395,0.946875641245695,1,1,1.0,-0.3805322092561486,0.0
5.0,0.4085219472365598,0.8937775141377738,0,0,1.0,0.3700789390950419,0.0
5.0,0.13499124169257945,0.6553116543669892,1,0,1.0,1.857529732108906,0.0
5.0,0.03266085427266052,0.29144592234937106,0,0,1.0,3.3883719096932357,0.0
5.0,0.0183208391365678,0.185242405390926,0,0,1.0,3.981225372276688,0.0
5.0,0.007169988287241865,0.08086473770686477,0,0,1.0,4.930655441766025,0.0
6.0,0.9925103024513453,0.9993809522923897,1,1,1.0,-4.886708976784229,0.0
6.0,0.9725463094584197,0.9976882062912933,1,1,1.0,-3.5674170884615295,0.0
6.0,0.9416378846605865,0.9949381765650187,1,0,1.0,-2.7809538200938095,0.0
6.0,0.842767565610436,0.9849166571442067,1,1,1.0,-1.6789660127550095,0.0
6.0,0.683425409119972,0.9633695996255945,1,1,1.0,-0.769558631436728,0.0
6.0,0.43638773829493627,0.9041459973179,1,1,1.0,0.2558353796646423,0.0
6.0,0.12448435980132809,0.6339887334992149,0,1,1.0,1.9506329319432578,0.0
6.0,0.07652222795705863,0.5023586150207509,0,0,1.0,2.490565469936712,0.0
6.0,0.022210942182951977,0.2167497306228093,0,0,1.0,3.7847089008960673,0.0
6.0,0.007873585603544193,0.08815792765069919,0,0,1.0,4.836336970351787,0.0
7.0,0.9917570093403187,0.9993182154927582,1,1,1.0,-4.79011490480871,0.0
7.0,0.9777659259121761,0.9981368919043302,1,1,1.0,-3.78364432083855,0.0
7.0,0.9368134512581574,0.9944939839584169,1,1,1.0,-2.6963927287736196,0.0
7.0,0.7659800781355943,0.9755351766141978,1,1,1.0,-1.1857499138400074,0.0
7.0,0.5798889341620862,0.9438699712716709,0,0,1.0,-0.3223174735894939,0.0
7.0,0.3617148990358834,0.8734785020016306,0,1,1.0,0.5679287204403606,0.0
7.0,0.1620407771957132,0.7020080870280024,1,1,1.0,1.6431214245169443,0.0
7.0,0.0354945651428257,0.3095474463598484,0,0,1.0,3.302235877032979,0.0
7.0,0.024292463219217894,0.2327233997037977,0,0,1.0,3.6929967399192876,0.0
7.0,0.00836255642616878,0.09316457869111548,0,0,1.0,4.7755933872568646,0.0
8.0,0.9916486058322865,0.9993091800855859,1,1,1.0,-4.776940325420977,0.0
8.0,0.9832562709108384,0.9986041375641512,1,1,1.0,-4.072845983593786,0.0
8.0,0.9284985109876152,0.9937185333348832,1,1,1.0,-2.563850502285157,0.0
8.0,0.8212157036275628,0.9824432790955406,1,1,1.0,-1.524605776755032,0.0
8.0,0.6333684091268439,0.9546396149033084,0,1,1.0,-0.5466947534972151,0.0
8.0,0.3390179027018169,0.8620386056779348,1,1,1.0,0.6676738389000114,0.0
8.0,0.1602779168574427,0.6992729910883362,0,0,1.0,1.656161694904511,0.0
8.0,0.0646538759148354,0.4571383072348653,1,1,1.0,2.671868591274257,0.0
8.0,0.017440707827727216,0.17779571168463,0,0,1.0,4.031353686080003,0.0
8.0,0.006106625201675505,0.06963849956732351,0,0,1.0,5.092255651652119,0.0
9.0,0.9938226953063788,0.9994900443816497,1,1,1.0,-5.080676773185218,0.0
9.0,0.9849276536833003,0.998745429321402,1,1,1.0,-4.179706495379324,0.0
9.0,0.9445123664196248,0.9952008635890107,1,1,1.0,-2.834508602388673,0.0
9.0,0.8669746489397498,0.9875618408063627,1,1,1.0,-1.8744700168421835,0.0
9.0,0.673018436027318,0.9616490006240533,1,1,1.0,-0.7218689330499556,0.0
9.0,0.44098390662184445,0.9057515038206464,0,0,1.0,0.23716988046596316,0.0
9.0,0.15014965830377736,0.6827789372878013,0,0,1.0,1.7334277466621573,0.0
9.0,0.06486057264267128,0.4579853811027052,0,0,1.0,2.6684557085960985,0.0
9.0,0.02269525092295483,0.2205192784738287,0,0,1.0,3.762642834560789,0.0
9.0,0.005778886327516929,0.06612790631996043,0,0,1.0,5.1477486430617425,0.0
10.0,0.9905023940895877,0.9992135326132131,1,1,1.0,-4.647172525770758,0.0
10.0,0.9804076668238085,0.9983623110011446,1,1,1.0,-3.9128301464894455,0.0
10.0,0.9286958234339133,0.9937370813934187,1,1,1.0,-2.566826358485009,0.0
10.0,0.839626235684642,0.9845632896032825,1,1,1.0,-1.6554497173604754,0.0
10.0,0.619013471533882,0.9519084793665145,0,1,1.0,-0.48536301968552803,0.0
10.0,0.40652297995809134,0.8929889364420323,1,1,1.0,0.3783580352576438,0.0
10.0,0.18629150102007672,0.7360834351271491,0,0,1.0,1.4742895357979,0.0
10.0,0.04420779366205433,0.36039746988805177,0,0,1.0,3.073639431303136,0.0
10.0,0.023191818563045304,0.22435057859080867,0,0,1.0,3.7404907301831907,0.0
10.0,0.006120561971087337,0.06978725020499031,0,0,1.0,5.089961991941425,0.0
11.0,0.9924186510878333,0.9993733239249285,1,1,1.0,-4.874453904990621,0.0
11.0,0.9841845000020175,0.9986826605120327,1,1,1.0,-4.1308229077932355,0.0
11.0,0.927120395506954,0.9935887848992639,1,1,1.0,-2.5432746075107255,0.0
11.0,0.8090545041542386,0.9809952423962359,1,1,1.0,-1.4438782617849608,0.0
11.0,0.6705940751324402,0.9612414106908406,1,1,1.0,-0.7108731943900253,0.0
11.0,0.3734853443947121,0.8789693914618409,1,1,1.0,0.5172934016535493,0.0
11.0,0.18551918446497845,0.7350909011958833,0,0,1.0,1.479392577097411,0.0
11.0,0.04163555246832159,0.3460893591684188,0,1,1.0,3.1362737021017266,0.0
11.0,0.016964827093875135,0.17371801871073117,0,0,1.0,4.059502694440982,0.0
11.0,0.007342842276872786,0.08266629557179556,0,0,1.0,4.906659346485666,0.0
12.0,0.9924937486635942,0.9993795745757268,1,1,1.0,-4.884484529080564,0.0
12.0,0.98059243433807,0.9983780355201584,1,1,1.0,-3.9224939412282938,0.0
12.0,0.9485176415332577,0.9955644630379444,1,1,1.0,-2.9136611936637737,0.0
12.0,0.7664469225115577,0.9755972992523813,1,1,1.0,-1.1883560854922548,0.0
12.0,0.5751647881631654,0.9428353104537174,0,1,1.0,-0.3029552309681361,0.0
12.0,0.341686244440858,0.863446003959321,0,1,1.0,0.6557887477684596,0.0
12.0,0.14153485729996487,0.6676110559932652,0,1,1.0,1.8026000488619016,0.0
12.0,0.059072837211735285,0.4333749470154888,0,1,1.0,2.7680945210249766,0.0
12.0,0.022880102771823566,0.22194947367548173,0,1,1.0,3.7543417060195012,0.0
12.0,0.009656396979310403,0.1061740480280989,1,0,1.0,4.630431361530206,0.0
13.0,0.9932355745844986,0.9994412729190083,1,1,1.0,-4.989290548010134,0.0
13.0,0.9768068053558828,0.9980547739913533,1,1,1.0,-3.7404299884262255,0.0
13.0,0.9518179353384835,0.9958619621220183,1,1,1.0,-2.983386922758382,0.0
13.0,0.8624753162381733,0.9870803636984037,1,1,1.0,-1.8360031103787153,0.0
13.0,0.6311016136632766,0.9542155753240023,0,1,1.0,-0.536945655156349,0.0
13.0,0.44795689277749545,0.9081348275079613,1,1,1.0,0.20892912971580724,0.0
13.0,0.19792132555361472,0.7503842934506271,0,1,1.0,1.3993370948256818,0.0
13.0,0.05496719287770106,0.4147208840575825,0,1,1.0,2.8444831292957136,0.0
13.0,0.017188479189819836,0.17563896675407278,0,1,1.0,4.046178018166333,0.0
13.0,0.005863523775416773,0.06703681798385731,0,0,1.0,5.13312374752922,0.0
14.0,0.9944590720588535,0.9995428478154483,1,1,1.0,-5.190036958022639,0.0
14.0,0.9749115272490677,0.9978920690261395,1,1,1.0,-3.6599382378997007,0.0
14.0,0.9586894051328266,0.9964753671576795,1,1,1.0,-3.144448147354817,0.0
14.0,0.8245569610649426,0.9828343753435543,1,1,1.0,-1.547531799447622,0.0
14.0,0.6260091079948509,0.953253143176943,1,1,1.0,-0.5151334763162111,0.0
14.0,0.3661192926985694,0.8755663659859286,1,1,1.0,0.5489015612720342,0.0
14.0,0.12505328827420595,0.6351968294262784,0,0,1.0,1.9454230309649931,0.0
14.0,0.05744265833940265,0.426093043162359,0,0,1.0,2.797809553478535,0.0
14.0,0.020138660984654975,0.2002440619847319,0,0,1.0,3.884769671142679,0.0
14.0,0.006610533000909488,0.0749893939794841,0,0,1.0,5.012458513485232,0.0
15.0,0.9927360579121842,0.9993997369610105,1,1,1.0,-4.9175421572317095,0.0
15.0,0.9779463187446529,0.9981523202757945,1,1,1.0,-3.791975241405146,0.0
15.0,0.9491365069788319,0.9956203935903317,1,1,1.0,-2.9264071944580503,0.0
15.0,0.8557379015680882,0.9863508162354895,1,1,1.0,-1.7803323663495534,0.0
15.0,0.6297301577220554,0.9539577251059074,1,1,1.0,-0.5310593632741613,0.0
15.0,0.32211297712719256,0.8526981462509295,1,1,1.0,0.7440782964739623,0.0
15.0,0.1625132285695199,0.7027345965750551,0,1,1.0,1.6396460632294676,0.0
15.0,0.05104263726887228,0.39587023231531615,0,1,1.0,2.9227025606416293,0.0
15.0,0.017771327126271063,0.1806073847018941,0,0,1.0,4.01223782277461,0.0
15.0,0.005968175409576524,0.0681584296231888,0,0,1.0,5.115327968680011,0.0
16.0,0.9941338506359411,0.9995158702798019,1,1,1.0,-5.132673423271032,0.0
16.0,0.9816880726783442,0.9984711676447265,1,1,1.0,-3.9817209992135125,0.0
16.0,0.9671308294897362,0.9972179981137261,1,1,1.0,-3.3817986286074753,0.0
16.0,0.8649843285699951,0.9873494149787072,1,1,1.0,-1.8573205331398093,0.0
16.0,0.7173162729771257,0.9686651516973687,1,1,1.0,-0.9311881489700369,0.0
16.0,0.43692078782459715,0.9043336364264748,1,0,1.0,0.2536683997182956,0.0
16.0,0.16305388954261643,0.7035626589504982,0,1,1.0,1.6356789273979053,0.0
16.0,0.059257730644242584,0.4341907716685324,0,0,1.0,2.7647729653942745,0.0
16.0,0.022860002885923224,0.2217941894217128,0,0,1.0,3.7552411500169436,0.0
16.0,0.005356066038636562,0.06156297830322684,0,0,1.0,5.224155060202448,0.0
17.0,0.9895534865075695,0.9991341957474611,1,1,1.0,-4.550985532003517,0.0
17.0,0.9801092915613705,0.9983369064978455,1,1,1.0,-3.897411377386779,0.0
17.0,0.9420783252628525,0.9949785215919139,1,1,1.0,-2.788996756637063,0.0
17.0,0.8435707247622751,0.9850066223810527,1,1,1.0,-1.6850397528332792,0.0
17.0,0.6398509494763618,0.955837726930085,1,1,1.0,-0.5747172827910778,0.0
17.0,0.43826974351492465,0.9048067896655189,0,1,1.0,0.24818719041302406,0.0
17.0,0.09319073653799323,0.5559438272158557,0,0,1.0,2.2752838107500666,0.0
17.0,0.05059760095229754,0.393665901048136,0,0,1.0,2.931928569863834,0.0
17.0,0.020638888242250984,0.2042852676403049,0,1,1.0,3.859723357359539,0.0
17.0,0.010383795196047405,0.1133398677728184,0,0,1.0,4.557070759312894,0.0
18.0,0.9944342698971192,0.9995407910144605,1,1,1.0,-5.185545830883628,0.0
18.0,0.980412728628151,0.9983627418550682,1,1,1.0,-3.913093699198059,0.0
18.0,0.9390180587807985,0.994697482451135,1,1,1.0,-2.734256936195458,0.0
18.0,0.8505180027593028,0.9857783995208976,0,1,1.0,-1.7386696130923596,0.0
18.0,0.6136959788545612,0.9508684802639323,1,1,1.0,-0.4628749780722376,0.0
18.0,0.3976516199967486,0.8894111469308182,0,1,1.0,0.4152596869273523,0.0
18.0,0.14014183860567964,0.6650514783919861,0,1,1.0,1.814112404399821,0.0
18.0,0.07752840140206618,0.5058966643318976,0,1,1.0,2.4764122490832654,0.0
18.0,0.018339885316475273,0.18540220842294414,0,0,1.0,3.980166919431479,0.0
18.0,0.008227508582970753,0.09178681365068075,0,0,1.0,4.792010492612052,0.0
19.0,0.9915057550377162,0.9992972707375006,1,1,1.0,-4.759835881393191,0.0
19.0,0.9786207410234915,0.9982099551021079,1,1,1.0,-3.8237229278800147,0.0
19.0,0.9353160750638437,0.994355267835389,1,1,1.0,-2.671371805114904,0.0
19.0,0.8470415875854995,0.9853936339202987,0,1,1.0,-1.7115837231515847,0.0
19.0,0.6539366534042402,0.9583690337685707,1,1,1.0,-0.636388645580932,0.0
19.0,0.4109284796294572,0.8947185143493289,0,1,1.0,0.36012841920139077,0.0
19.0,0.1605753388023588,0.6997371492098264,0,1,1.0,1.653953496948132,0.0
19.0,0.04662109754068117,0.3733295557427256,0,0,1.0,3.017959238184268,0.0
19.0,0.02074912668608878,0.20517092064963663,0,0,1.0,3.854283705991103,0.0
19.0,0.007560304250637059,0.08492365546203716,0,0,1.0,4.877254816590217,0.0
20.0,0.9945259353960099,0.9995483922090972,1,1,1.0,-5.202244764263536,0.0
20.0,0.9808544547007884,0.9984003252838091,1,1,1.0,-3.936354017223927,0.0
20.0,0.9452196849237509,0.9952652787366509,1,1,1.0,-2.848086455811241,0.0
20.0,0.835478465263285,0.984093030686086,1,1,1.0,-1.6249631011423458,0.0
20.0,0.6297722798439126,0.9539656592096186,0,1,1.0,-0.5312400172759151,0.0
20.0,0.4070786620713166,0.8932087861224118,0,1,1.0,0.376055299480754,0.0
20.0,0.2275249269599461,0.7820512038134063,0,1,1.0,1.2223399388985021,0.0
20.0,0.05059106549697782,0.3936334255619692,0,0,1.0,2.932064627259633,0.0
20.0,0.021923066720966146,0.2144935546550226,0,1,1.0,3.7980489733779024,0.0
20.0,0.008413117760795107,0.09367942944933677,0,0,1.0,4.769514445239896,0.0
21.0,0.9916031648118213,0.9993053920480923,1,1,1.0,-4.771468120233295,0.0
21.0,0.9743717533492177,0.9978456246949169,1,1,1.0,-3.6380977797722265,0.0
21.0,0.9334807448337233,0.9941846898816094,1,1,1.0,-2.6414288787946307,0.0
21.0,0.8396453169662326,0.9845654432660133,1,1,1.0,-1.6555914301737131,0.0
21.0,0.5580379794654553,0.9389576832542652,1,1,1.0,-0.23320307162987436,0.0
21.0,0.41191839137454406,0.8951029664771136,0,1,1.0,0.3560404779062547,0.0
21.0,0.15119372763196298,0.6845434147779921,0,1,1.0,1.7252689979921236,0.0
21.0,0.05533429624718314,0.41643190022368054,0,0,1.0,2.8374382106714484,0.0
21.0,0.02389052288509892,0.22968461360389006,0,0,1.0,3.7100929010040735,0.0
21.0,0.0058405831995562004,0.06679062136696372,0,0,1.0,5.137066918080248,0.0
22.0,0.9937165107760348,0.9994812276678381,1,1,1.0,-5.063526530454399,0.0
22.0,0.9848618541082569,0.9987398752119914,1,1,1.0,-4.175283605407711,0.0
22.0,0.9484356425991387,0.9955570473019544,1,1,1.0,-2.9119832495403326,0.0
22.0,0.8570134550024846,0.9864897340754887,1,1,1.0,-1.7907030836875064,0.0
22.0,0.7171913968383714,0.96864645622373,1,1,1.0,-0.9305723912510224,0.0
22.0,0.3962523580303591,0.8888348956894092,1,1,1.0,0.4211050232797655,0.0
22.0,0.1572666187828555,0.6945105141900858,1,0,1.0,1.6787080603828475,0.0
22.0,0.06357193971767411,0.45266702695348904,0,1,1.0,2.6899005277145105,0.0
22.0,0.016909721070969944,0.17324347226041817,0,1,1.0,4.0628122882843405,0.0
22.0,0.006886650946914339,0.07789768787545392,0,1,1.0,4.971259913235577,0.0
23.0,0.9951946278362496,0.9996038034399544,1,1,1.0,-5.333203831038943,0.0
23.0,0.9799555608879933,0.9983238119051895,1,1,1.0,-3.889555460342233,0.0
23.0,0.9362544641591973,0.9944422470722053,1,1,1.0,-2.6869881473874013,0.0
23.0,0.7973552301270715,0.9795647250777472,1,1,1.0,-1.3698457444884828,0.0
23.0,0.6088922595517506,0.9499153482806822,1,1,1.0,-0.4426582653039973,0.0
23.0,0.4276437292674716,0.9010127890445874,0,1,1.0,0.29147120773556084,0.0
23.0,0.1831333592619384,0.731989257662071,0,1,1.0,1.4952612245294339,0.0
23.0,0.05451745954394023,0.4126128464428804,0,0,1.0,2.8531744130207333,0.0
23.0,0.021023753363057816,0.20736957667389574,0,0,1.0,3.8408544683283576,0.0
23.0,0.009516532567307265,0.10478412409666944,0,0,1.0,4.645162618532593,0.0
24.0,0.9935837062675347,0.999470198210681,1,1,1.0,-5.042477661599821,0.0
24.0,0.9837921478047768,0.9986494863009319,1,1,1.0,-4.105918814617514,0.0
24.0,0.9499183570988927,0.9956909588089327,1,1,1.0,-2.9427215092185945,0.0
24.0,0.8565239014208483,0.9864364621262958,0,1,1.0,-1.786713762392324,0.0
24.0,0.6638558062636094,0.9600947755700113,1,1,1.0,-0.6805247507219003,0.0
24.0,0.39337883551399977,0.8876410339972451,0,1,1.0,0.4331313793843675,0.0
24.0,0.1641620386219916,0.705248836277168,0,0,1.0,1.6275807877835544,0.0
24.0,0.04653386678178697,0.3728701126170243,0,0,1.0,3.019923540636472,0.0
24.0,0.01872923276447095,0.18865661238321532,0,0,1.0,3.958762880239354,0.0
24.0,0.0073985456463811295,0.08324548935488622,0,0,1.0,4.899045781726424,0.0
25.0,0.9934139709870358,0.9994560977025183,1,1,1.0,-5.01619687718991,0.0
25.0,0.9835329268637957,0.9986275553102354,1,1,1.0,-4.089788296934483,0.0
25.0,0.9417132122271676,0.9949450791275616,1,1,1.0,-2.7823253397542818,0.0
25.0,0.8812272623104985,0.9890575592318397,1,0,1.0,-2.004103652294422,0.0
25.0,0.6380294362148793,0.9555032293921787,1,1,1.0,-0.5668215275395194,0.0
25.0,0.4223371703189036,0.8990591039064441,1,1,1.0,0.3131863819932055,0.0
25.0,0.1227339721310274,0.6302312254648956,1,1,1.0,1.9667911000009144,0.0
25.0,0.056792119874726404,0.4231418030737837,0,1,1.0,2.809889122356139,0.0
25.0,0.019195504826234746,0.19252329914092645,0,0,1.0,3.9336970203531734,0.0
25.0,0.005637776363525758,0.06460894435980552,0,0,1.0,5.1726118243902555,0.0
26.0,0.9922809643355351,0.999361861489613,1,1,1.0,-4.856316855054857,0.0
26.0,0.9818083454350057,0.9984813795393659,1,1,1.0,-3.98843317318931,0.0
26.0,0.9524161815863867,0.9959156881640165,1,1,1.0,-2.996509350646598,0.0
26.0,0.8487958079532052,0.9855881453867982,1,1,1.0,-1.7251874599570942,0.0
26.0,0.6377069909606496,0.9554438418686452,1,1,1.0,-0.565425614374545,0.0
26.0,0.3485309522786778,0.8669777788333038,0,1,1.0,0.6255028442053291,0.0
26.0,0.1481081919023851,0.6792840422977655,0,1,1.0,1.749516499903059,0.0
26.0,0.037379859203301474,0.3211423787063239,0,0,1.0,3.2485268445908564,0.0
26.0,0.017833503867851857,0.18113421556722825,0,0,1.0,4.008681914107496,0.0
26.0,0.005641058250633507,0.06464432307372928,0,0,1.0,5.172026568872265,0.0
27.0,0.9935201402580769,0.9994649180758715,1,1,1.0,-5.032555468447654,0.0
27.0,0.9846376626984809,0.9987209462172292,1,1,1.0,-4.160354834157559,0.0
27.0,0.9593819660776685,0.9965367450821221,1,1,1.0,-3.1620771385416435,0.0
27.0,0.8176820973295881,0.982026533585983,1,1,1.0,-1.500721745685185,0.0
27.0,0.6758489759752392,0.962121610744046,1,1,1.0,-0.7347601120392412,0.0
27.0,0.4204377868088519,0.8983499358002812,0,1,1.0,0.3209764957357959,0.0
27.0,0.22449030244697188,0.7790798160528912,0,1,1.0,1.2396879774203489,0.0
27.0,0.05944770777758334,0.43502691689426537,0,1,1.0,2.7613701823985957,0.0
27.0,0.01731545514440598,0.17672598088983524,0,1,1.0,4.038688694376635,0.0
27.0,0.006682940762480916,0.07575366665049031,0,0,1.0,5.00149178280083,0.0
28.0,0.9933928004837727,0.9994543386841062,1,1,1.0,-5.012966265002893,0.0
28.0,0.9858470268276286,0.9988229620501468,1,1,1.0,-4.243576477154819,0.0
28.0,0.9258103167672984,0.9934651154731098,1,1,1.0,-2.524044271643462,0.0
28.0,0.9027201192797673,0.991231830384093,1,1,1.0,-2.2278203678791786,0.0
28.0,0.7039296717978003,0.9666275138737376,1,1,1.0,-0.8660814317729406,0.0
28.0,0.3354520124864568,0.8601302046426134,0,1,1.0,0.6836281781637632,0.0
28.0,0.15837647502369026,0.6962792606589417,0,0,1.0,1.6703578421876417,0.0
28.0,0.03956095515785784,0.33413365996647443,0,1,1.0,3.1895478672924096,0.0
28.0,0.02565128166205372,0.24283927786888973,0,0,1.0,3.637175728907178,0.0
28.0,0.005473995909598329,0.0628402844171813,0,0,1.0,5.202257382479652,0.0
29.0,0.9924061215148025,0.9993722809574486,1,1,1.0,-4.872789959934147,0.0
29.0,0.9752071745566702,0.9979174877553619,1,1,1.0,-3.672095620473861,0.0
29.0,0.9421649634592003,0.9949864537271453,1,1,1.0,-2.790585619131232,0.0
29.0,0.8107783363854008,0.9812028793223652,0,1,1.0,-1.455075544209366,0.0
29.0,0.6393895314356269,0.9557531515549536,1,1,1.0,-0.5727155227023037,0.0
29.0,0.4273125040362802,0.9008920178972775,0,1,1.0,0.29282458055772276,0.0
29.0,0.13050707795911737,0.6464605890757993,0,0,1.0,1.8964827309711225,0.0
29.0,0.05833528456212166,0.43010024966692556,0,1,1.0,2.7814421484765677,0.0
29.0,0.02161892378466065,0.2120971768530115,0,0,1.0,3.8123302103442884,0.0
29.0,0.007209256318188037,0.08127457160618816,0,0,1.0,4.925154110305352,0.0
30.0,0.9938910301431563,0.9994957174456824,1,1,1.0,-5.091869413590039,0.0
30.0,0.9812042078487432,0.998430061370818,1,1,1.0,-3.955147577804733,0.0
30.0,0.948975476948458,0.9956058467649912,1,1,1.0,-2.9230765960328853,0.0
30.0,0.8368386494411133,0.9842477074551301,1,1,1.0,-1.6348916875074107,0.0
30.0,0.6604388083795809,0.9595054385685934,1,1,1.0,-0.665250304108371,0.0
30.0,0.3954014959956139,0.8884828630549376,0,1,1.0,0.42466291375770004,0.0
30.0,0.16539051628484122,0.7071009665443023,0,0,1.0,1.618654488393548,0.0
30.0,0.07110617585092309,0.48255202564655575,0,0,1.0,2.569820247294896,0.0
30.0,0.02045552570142114,0.2028082012031095,0,0,1.0,3.8688345900186496,0.0
30.0,0.008610885061990377,0.09568813296624352,0,1,1.0,4.746079998227744,0.0
31.0,0.9942295326335716,0.9995238089058655,1,1,1.0,-5.149215021520764,0.0
31.0,0.9790418928298192,0.998245909018756,1,1,1.0,-3.8440488844565084,0.0
31.0,0.9506191534527031,0.9957541184223132,1,1,1.0,-2.9575508854847854,0.0
31.0,0.8807721618135275,0.9890104786240693,0,1,1.0,-1.999762710141106,0.0
31.0,0.5628706310115826,0.9400724506963386,0,1,1.0,-0.252820626515877,0.0
31.0,0.2965214892974979,0.8370011586857115,0,0,1.0,0.8639176374598889,0.0
31.0,0.12595284074100893,0.6370939678750335,0,1,1.0,1.9372267751040526,0.0
31.0,0.039661452000555944,0.33472167021087784,0,0,1.0,3.186906142829452,0.0
31.0,0.020933201492567003,0.2066458293019931,0,0,1.0,3.8452633849085482,0.0
31.0,0.009204350674017646,0.10166755000322776,0,0,1.0,4.678832034910604,0.0
32.0,0.9900243811838383,0.9991735840422215,1,1,1.0,-4.5975855727241495,0.0
32.0,0.9812799665274998,0.9984364998300529,0,1,1.0,-3.95926354865786,0.0
32.0,0.9324319150737745,0.9940869351607731,1,1,1.0,-2.6246603804357664,0.0
32.0,0.8514803822918655,0.9858844120788824,1,1,1.0,-1.7462594055415326,0.0
