intercept,pred,target
1.0,0.24107211639763837,1.0
1.0,0.3318916114177134,1.0
1.0,0.7168811545246135,0.0
1.0,0.8420007840392197,0.0
1.0,0.4548632816677115,1.0
1.0,0.8727763323573706,0.0
1.0,0.6038402608368644,0.0
1.0,0.39460427288947864,1.0
1.0,0.6830415059061552,0.0
1.0,0.723017623542636,0.0
1.0,0.5116583181638039,1.0
1.0,0.08566828699510132,0.0
1.0,2.2606895642485192e-05,1.0
1.0,0.6580871886035821,1.0
1.0,0.3046977939908706,1.0
1.0,0.6090647030977905,1.0
1.0,0.6392481782756884,1.0
1.0,0.8531400506964718,1.0
1.0,0.4220529381364877,1.0
1.0,0.4413755981415032,1.0
1.0,0.07131863752792333,1.0
1.0,0.9650897231751845,1.0
1.0,0.919392039458481,0.0
1.0,0.6504330608047705,1.0
1.0,0.8125986142404459,1.0
1.0,0.40453255723471016,1.0
1.0,0.7981266775342367,0.0
1.0,0.22126043528431294,1.0
1.0,0.15411366342285704,1.0
1.0,0.7669342853953165,1.0
1.0,0.7559967891567136,1.0
1.0,0.2028774955266167,1.0
1.0,0.6250245103892025,1.0
1.0,0.5720713282039318,1.0
1.0,0.9200329517270339,0.0
1.0,0.1772441762991146,1.0
1.0,0.8100573638215398,0.0
1.0,0.2994761061545539,1.0
1.0,0.44253140899907417,0.0
1.0,0.4448997088028528,0.0
1.0,0.6887842988253632,0.0
1.0,0.1441076658898357,1.0
1.0,0.5624719046536261,1.0
1.0,0.8141302871411498,1.0
1.0,0.571495022422234,0.0
1.0,0.42774395250362574,0.0
1.0,0.26329743713701237,1.0
1.0,0.21095433267919061,1.0
1.0,0.7602394417003855,0.0
1.0,0.024389790854285165,1.0
1.0,0.046796915799611094,1.0
1.0,0.015132893687835991,1.0
1.0,0.34251772277227965,1.0
1.0,0.8105679295575882,1.0
1.0,0.17126774552593482,1.0
1.0,0.870611767517608,1.0
1.0,0.20972156207823545,0.0
1.0,0.35007213005696525,0.0
1.0,0.3143276159281593,1.0
1.0,0.728744542922323,0.0
1.0,0.3748920903464108,1.0
1.0,0.5506251544592212,1.0
1.0,0.4088145806402109,1.0
1.0,0.47925067891031703,1.0
1.0,0.9577901775367681,1.0
1.0,0.11084563429990912,1.0
1.0,0.946249439456795,1.0
1.0,0.23913256056536225,1.0
1.0,0.24507571300933173,1.0
1.0,0.6008465793889953,1.0
1.0,0.577824889143603,0.0
1.0,0.5554050193453046,1.0
1.0,0.4098571923404608,1.0
1.0,0.5785068276377848,1.0
1.0,0.016686466130405475,1.0
1.0,0.0446707533648677,1.0
1.0,0.9858567157375588,0.0
1.0,0.3341258923538216,0.0
1.0,0.2209626187471384,0.0
1.0,0.1722764757260561,1.0
1.0,0.3946881328897046,0.0
1.0,0.09482519855249938,1.0
1.0,0.12231737794306075,1.0
1.0,0.08062086474843555,1.0
1.0,0.0497154810498428,1.0
1.0,0.5277564728981249,1.0
1.0,0.09091747175911191,1.0
1.0,0.9751608462805971,1.0
1.0,0.23405498820255777,1.0
1.0,0.48299354899613645,1.0
1.0,0.5058105848048712,1.0
1.0,0.7360669164313148,0.0
1.0,0.4477992204378468,1.0
1.0,0.9620738069885753,1.0
1.0,0.9365574451026206,0.0
1.0,0.5880375286918579,0.0
1.0,0.5037105458100276,1.0
1.0,0.4391681497285884,1.0
1.0,0.28573165337922624,1.0
1.0,0.9819908390719164,0.0
1.0,0.04198031274322822,1.0
1.0,0.3320554861439563,1.0
1.0,0.9441765318643105,1.0
1.0,0.8471732709150315,1.0
1.0,0.7587530784571411,0.0
1.0,0.6069253822290417,0.0
1.0,0.06786548559829286,1.0
1.0,0.2462546448739379,1.0
1.0,0.2610953627002004,1.0
1.0,0.35527359905388534,1.0
1.0,0.5319513369344979,0.0
1.0,0.2952278078272583,1.0
1.0,0.3208333297393362,1.0
1.0,0.6670137449419322,1.0
1.0,0.06194683696750325,1.0
1.0,0.6986113737471076,0.0
1.0,0.0965970024359043,1.0
1.0,0.4204255732556943,1.0
1.0,0.6605730558497589,0.0
1.0,0.9010003997095125,1.0
1.0,0.7805655925083735,1.0
1.0,0.5718678056285368,1.0
1.0,0.28770590907003535,1.0
1.0,0.9514130256984479,1.0
1.0,0.8505757268943094,0.0
1.0,0.5748179050379942,1.0
1.0,0.8064459699188801,0.0
1.0,0.9962310837468633,1.0
1.0,0.20274984589730305,1.0
1.0,0.07524634852846601,1.0
1.0,0.00468226948708661,1.0
1.0,0.4975808650925009,0.0
1.0,0.853229965035803,1.0
1.0,0.3341998621660648,0.0
1.0,0.9196185807131948,1.0
1.0,0.4679083873897254,1.0
1.0,0.9804849940318856,1.0
1.0,0.3494501286529834,1.0
1.0,0.10982481070443084,1.0
1.0,0.7805991845429141,0.0
1.0,0.6183668434566639,1.0
1.0,0.10351715140536888,1.0
1.0,0.1598227891729196,1.0
1.0,0.8353656318235902,0.0
1.0,0.7976219563782909,1.0
1.0,0.2806739212634477,0.0
1.0,0.7124500496325324,1.0
1.0,0.8262371497091234,0.0
1.0,0.789557736185587,1.0
1.0,0.10800237495165499,1.0
1.0,0.9733112937547433,1.0
1.0,0.7646117077067565,0.0
1.0,0.16993241128514547,1.0
1.0,0.5591777756331348,1.0
1.0,0.821304995888309,1.0
1.0,0.29934783957755984,1.0
1.0,0.33868910999352286,0.0
1.0,0.44985384180900034,1.0
1.0,0.03917158801808096,1.0
1.0,0.903975582121365,1.0
1.0,0.7352694780464599,0.0
1.0,0.02478796866459565,1.0
1.0,0.28608912790449403,1.0
1.0,0.7951585201207334,1.0
1.0,0.6738971703417963,1.0
1.0,0.018362210121671052,1.0
1.0,0.9650734644985799,0.0
1.0,0.29865260032319607,1.0
1.0,0.662444582135501,1.0
1.0,0.741786548591209,1.0
1.0,0.6740614281053544,1.0
1.0,0.6747627926322438,0.0
1.0,0.9334557860230462,0.0
1.0,0.5189704271954302,1.0
1.0,0.16137445677788886,1.0
1.0,0.07249196912181266,1.0
1.0,0.9918020715227198,0.0
1.0,0.6254125820888004,1.0
1.0,0.3058162429077885,1.0
1.0,0.046853806592599745,1.0
1.0,0.8436277802899353,1.0
1.0,0.25174628556472356,1.0
1.0,0.1684636184741597,1.0
1.0,0.015447053531473354,1.0
1.0,0.7870693431913156,0.0
1.0,0.43287038618507423,1.0
1.0,0.1381832635147512,1.0
1.0,0.6486965030458058,0.0
1.0,0.36005208794150567,1.0
1.0,0.6607467729007258,1.0
1.0,0.29452345760922505,1.0
1.0,0.5626404286872067,0.0
1.0,0.6873953075636962,0.0
1.0,0.7491841159305236,0.0
1.0,0.6202173818259843,1.0
1.0,0.535979600984137,1.0
1.0,0.9641689805612236,1.0
1.0,0.286516075243355,1.0
1.0,0.2571897927473473,1.0
1.0,0.011218849498584427,1.0
1.0,0.056932373974610706,1.0
1.0,0.0495852731947094,1.0
1.0,0.9405494783398219,0.0
1.0,0.2163030961912169,0.0
1.0,0.666134732745369,1.0
1.0,0.5439932898561232,1.0
1.0,0.811022337132759,1.0
1.0,0.06382580838815055,1.0
1.0,0.4202924832351602,1.0
1.0,0.4141980093277956,1.0
1.0,0.8511477237418844,1.0
1.0,0.00607226110316883,1.0
1.0,0.3141322954166078,1.0
1.0,0.3055303413517685,1.0
1.0,0.5798087455877915,0.0
1.0,0.9379763100129943,0.0
1.0,0.5009345409401686,1.0
1.0,0.2553267596789699,1.0
1.0,0.20047528379897372,1.0
1.0,0.7349277046349971,1.0
1.0,0.8390851175289579,1.0
1.0,0.5460655732764613,0.0
1.0,0.22850060972259012,1.0
1.0,0.705168477218045,0.0
1.0,0.5609120713327682,1.0
1.0,0.23641866640463505,0.0
1.0,0.8310010453017384,1.0
1.0,0.9876548867362234,1.0
1.0,0.12938201888363865,1.0
1.0,0.22879402798638326,1.0
1.0,0.3951539638871644,1.0
1.0,0.8257608949564227,0.0
1.0,0.8341085359501044,1.0
1.0,0.5349416374156488,0.0
1.0,0.45512710850796945,1.0
1.0,0.8864594693654904,0.0
1.0,0.7004584238207282,1.0
1.0,0.0063761683135190594,1.0
1.0,0.43905311148107096,0.0
1.0,0.9644480316485544,1.0
1.0,0.799476745636263,1.0
1.0,0.5361095346117696,1.0
1.0,0.2185545102868628,0.0
1.0,0.7585607474439039,1.0
1.0,0.6627727033156161,0.0
1.0,0.8082493475843143,1.0
1.0,0.5101430301930167,1.0
1.0,0.579644211170917,1.0
1.0,0.3853122502688707,1.0
1.0,0.9766271431391648,0.0
1.0,0.339495428712274,1.0
1.0,0.9924896003907326,0.0
1.0,0.7469446722487317,1.0
1.0,0.5038834008974401,1.0
1.0,0.6157256595261899,0.0
1.0,0.6847200078313298,1.0
1.0,0.55209918657673,1.0
1.0,0.8553237842405379,1.0
1.0,0.5618968178386541,0.0
1.0,0.8186562283389448,1.0
1.0,0.5599630042530727,1.0
1.0,0.6542811195852595,1.0
1.0,0.4668243485324409,1.0
1.0,0.4283936275460274,1.0
1.0,0.2533485884805512,1.0
1.0,0.16464784894592466,1.0
1.0,0.8450717512571996,0.0
1.0,0.9618050067394704,0.0
1.0,0.5209849177151658,1.0
1.0,0.18903055626627674,0.0
1.0,0.6235123972764127,0.0
1.0,0.16033042384741836,1.0
1.0,0.2899090618076312,0.0
1.0,0.6767652209260062,1.0
1.0,0.1646264319627998,1.0
1.0,0.6479021150410558,1.0
1.0,0.9472077423266279,0.0
1.0,0.01094774665417142,1.0
1.0,0.3113817812413744,1.0
1.0,0.13477129663607312,1.0
1.0,0.6527648029406975,1.0
1.0,0.8446940626363507,1.0
1.0,0.32977755556386346,1.0
1.0,0.007564854202830151,1.0
1.0,0.15366390798870588,1.0
1.0,0.39198549343685196,1.0
1.0,0.3108336876134178,1.0
1.0,0.18146186223161798,1.0
1.0,0.7162478390123875,0.0
1.0,0.8607947825678665,0.0
1.0,0.5379615509799999,0.0
1.0,0.5662367177617285,0.0
1.0,0.8976348046471742,1.0
1.0,0.8879494208632697,1.0
1.0,0.11982556310497261,1.0
1.0,0.2329235959845264,1.0
1.0,0.05599664129844428,1.0
1.0,0.30083199138866124,0.0
1.0,0.7944267902715807,0.0
1.0,0.8139329880255747,1.0
1.0,0.7580935598310448,0.0
1.0,0.46160675466604695,1.0
1.0,0.5183869176859656,1.0
1.0,0.7789896961198002,0.0
1.0,0.08350953287133711,1.0
1.0,0.07323336252178192,0.0
1.0,0.7993624605036831,1.0
1.0,0.6683037011886179,1.0
1.0,0.27097841041507287,1.0
1.0,0.9826473887773868,0.0
1.0,0.7453447615506356,1.0
1.0,0.6967495291979687,0.0
1.0,0.6569473471264051,1.0
1.0,0.5666519746932644,1.0
1.0,0.7936915262575933,1.0
1.0,0.47398298729886834,1.0
1.0,0.6886943785941163,1.0
1.0,0.4335410603816513,1.0
1.0,0.09710271174055807,1.0
1.0,0.17943201212115722,1.0
1.0,0.2522926524781066,1.0
1.0,0.35699442496847755,1.0
1.0,0.09116116625614912,1.0
1.0,0.17329012552068757,1.0
1.0,0.9408952627068338,0.0
1.0,0.12855876875459293,0.0
1.0,0.35356662389838434,0.0
1.0,0.6404573869321787,0.0
1.0,0.777789273630606,0.0
1.0,0.8895617913620986,1.0
1.0,0.6196854021300481,1.0
1.0,0.8804500986217649,0.0
1.0,0.06706143054720981,1.0
1.0,0.15890896638209862,1.0
1.0,0.8957361053888174,0.0
1.0,0.10182955897985169,1.0
1.0,0.19296955769492186,1.0
1.0,0.6533652588987228,1.0
1.0,0.66427708307018,1.0
1.0,0.7225671555144061,1.0
1.0,0.869807318094053,1.0
1.0,0.3371017662166128,1.0
1.0,0.12168006268878873,1.0
1.0,0.5693528007614438,0.0
1.0,0.06900524521043727,1.0
1.0,0.8140292155591029,1.0
1.0,0.7851859104140211,1.0
1.0,0.9734907747113956,1.0
1.0,0.7805904683971135,1.0
1.0,0.10213643291507968,1.0
1.0,0.22019008862260803,1.0
1.0,0.947464796647188,0.0
1.0,0.7940813392201613,1.0
1.0,0.1039451934811706,1.0
1.0,0.39324599777357117,1.0
1.0,0.0352229477701691,0.0
1.0,0.355353633054849,1.0
1.0,0.49226975904768633,1.0
1.0,0.5574390248085123,0.0
1.0,0.6198641949716484,1.0
1.0,0.4678542642791311,0.0
1.0,0.907140123010184,1.0
1.0,0.5602879748987084,1.0
1.0,0.3250332490329735,1.0
1.0,0.1836395492686399,1.0
1.0,0.3759615323236205,0.0
1.0,0.5350924828198247,1.0
1.0,0.172598594763689,0.0
1.0,0.1873737578495578,1.0
1.0,0.48103601916255456,1.0
1.0,0.9093593417904651,1.0
1.0,0.9682704014363537,1.0
1.0,0.2603875315997327,0.0
1.0,0.8605493841231144,1.0
1.0,0.00042533862154492397,1.0
1.0,0.6658063546152846,1.0
1.0,0.2760662877002522,1.0
1.0,0.47880903529262264,1.0
1.0,0.25442003370496635,1.0
1.0,0.22717690735585871,1.0
1.0,0.6322704308454942,1.0
1.0,0.30066692462155076,1.0
1.0,0.8346451144602679,1.0
1.0,0.09249068195897214,1.0
1.0,0.07641303202474037,1.0
1.0,0.3983529810697274,1.0
1.0,0.3757844774403757,1.0
1.0,0.3090872824841968,1.0
1.0,0.26857123882805656,1.0
1.0,0.770682913165701,1.0
1.0,0.22491463040836945,1.0
1.0,0.3887012449596421,1.0
1.0,0.952965365614809,1.0
1.0,0.20882180199275435,1.0
1.0,0.6107450892133346,1.0
1.0,0.5235001959443496,1.0
1.0,0.1666117904778791,1.0
1.0,0.8553796814454815,1.0
1.0,0.6589297572821556,1.0
1.0,0.4706483053320245,1.0
1.0,0.9110333588398982,1.0
1.0,0.6253263232883911,1.0
1.0,0.3578948514387327,1.0
1.0,0.877466177349521,1.0
1.0,0.811978704469118,1.0
1.0,0.7225341895020571,1.0
1.0,0.9318558744622643,1.0
1.0,0.09175795971358258,1.0
1.0,0.7453711733523644,0.0
1.0,0.5120787631968536,1.0
1.0,0.5795313517122993,1.0
1.0,0.8958610784782469,1.0
1.0,0.8126861212037383,0.0
1.0,0.8659585884831582,1.0
1.0,0.035530993384568,1.0
1.0,0.5365596657616286,1.0
1.0,0.0478809842805622,1.0
1.0,0.7851443593046566,1.0
1.0,0.25917657743357636,1.0
1.0,0.29048928101073657,1.0
1.0,0.4742038805762975,1.0
1.0,0.8249162612038543,1.0
1.0,0.948338254073288,1.0
1.0,0.18016147654860215,1.0
1.0,0.33769176142926216,1.0
1.0,0.5313399164013339,0.0
1.0,0.06701421396982299,1.0
1.0,0.5760598674813898,1.0
1.0,0.3154384681711757,1.0
1.0,0.5549726591677782,0.0
1.0,0.39329827912070914,1.0
1.0,0.017184770531547766,1.0
1.0,0.25737219478925366,0.0
1.0,0.7425752313819198,0.0
1.0,0.47159398643528894,0.0
1.0,0.033199749995904915,1.0
1.0,0.9776775138873519,0.0
1.0,0.3370451017629774,1.0
1.0,0.6652136327488459,1.0
1.0,0.7951803276074156,1.0
1.0,0.8029750657705826,1.0
1.0,0.11982849090802028,1.0
1.0,0.38375079329374473,0.0
1.0,0.8174068406430399,0.0
1.0,0.9982991923096526,0.0
1.0,0.9538613867774085,1.0
1.0,0.6817766136592415,1.0
1.0,0.8096095871534865,1.0
1.0,0.022055872666962295,1.0
1.0,0.8788917451103495,0.0
1.0,0.06811854918688665,1.0
1.0,0.7326471403101699,0.0
1.0,0.5907120734959274,1.0
1.0,0.36508325684862286,1.0
1.0,0.6609882785184072,1.0
1.0,0.08501053008945847,1.0
1.0,0.37710192838230505,1.0
1.0,0.6192307613516433,1.0
1.0,0.8393932031421283,1.0
1.0,0.6496923844403868,0.0
1.0,0.9244641975270743,1.0
1.0,0.1393496737456389,1.0
1.0,0.5166686798860471,1.0
1.0,0.2125147181687015,1.0
1.0,0.7380100295241258,0.0
1.0,0.60442612679776,0.0
1.0,0.6181116864635338,1.0
1.0,0.05379422671894585,1.0
1.0,0.6676577214774557,1.0
1.0,0.20987439167526767,1.0
1.0,0.038549447433764206,1.0
1.0,0.3951923131877938,1.0
1.0,0.10684849774702843,1.0
1.0,0.09297993738649002,1.0
1.0,0.47581662872762365,1.0
1.0,0.48669170231970194,1.0
1.0,0.4185144960454601,0.0
1.0,0.19979645755048736,1.0
1.0,0.2982353590871528,1.0
1.0,0.19054654618874478,1.0
1.0,0.8586050730933226,1.0
1.0,0.5693418012639622,1.0
1.0,0.2742862585420992,1.0
1.0,0.22561577499906882,1.0
1.0,0.9631728799194355,1.0
1.0,0.059452268338164194,1.0
1.0,0.7962965761357861,0.0
1.0,0.09465214642015285,1.0
1.0,0.20758897028513268,1.0
1.0,0.031171010845502223,1.0
1.0,0.71577268287155,0.0
1.0,0.008801141776386023,1.0
1.0,0.5243380076493616,1.0
1.0,0.5333197834366226,1.0
1.0,0.006052853605818198,1.0
1.0,0.3957928677360649,1.0
1.0,0.14669311239160965,1.0
1.0,0.3192238349257862,1.0
1.0,0.04423703079110497,1.0
1.0,0.9691593252792524,1.0
1.0,0.5895800867948865,1.0
1.0,0.9649621879389566,0.0
1.0,0.5086903737028728,1.0
1.0,0.6215157734956609,0.0
1.0,0.5611175422900042,0.0
1.0,0.27724358033816177,1.0
1.0,0.06373751272531913,1.0
1.0,0.5554305520246103,1.0
1.0,0.5960702673224144,1.0
1.0,0.226769118103736,1.0
1.0,0.48763525330924207,1.0
1.0,0.1159816834688584,1.0
1.0,0.32976665168722996,1.0
1.0,0.8672988833018387,1.0
1.0,0.8199901145158677,1.0
1.0,0.9830040879978791,1.0
1.0,0.42947468388808085,1.0
1.0,0.3995402478264074,1.0
1.0,0.421403969274051,1.0
1.0,0.5530069875265289,1.0
1.0,0.6066974756962803,1.0
1.0,0.4175887745451924,1.0
1.0,0.44937299665721475,0.0
1.0,0.5352666367715646,0.0
1.0,0.7435820171844896,1.0
1.0,0.06671745592878109,1.0
1.0,0.9896433186795093,1.0
1.0,0.6669886882065345,1.0
1.0,0.47516670111334525,0.0
1.0,0.18731327225469663,1.0
1.0,0.6424511647429083,1.0
1.0,0.44469677003565766,0.0
1.0,0.5891140898372803,1.0
1.0,0.3470820684371886,1.0
1.0,0.49076993942998215,1.0
1.0,0.0001943914661264312,0.0
1.0,0.3409447358465211,1.0
1.0,0.1690081335511272,1.0
1.0,0.6760020628597982,1.0
1.0,0.15244421536529906,1.0
1.0,0.20599493057508045,1.0
1.0,0.4364484247745243,1.0
1.0,0.39373516498742456,0.0
1.0,0.819916453217399,1.0
1.0,0.2576526465616428,1.0
1.0,0.992403273881418,0.0
1.0,0.5003253890218605,1.0
1.0,0.08289583852924065,1.0
1.0,0.26379280064566946,1.0
1.0,0.14838158627311349,1.0
1.0,0.014181599987095339,1.0
1.0,0.8483664180301114,1.0
1.0,0.4124573877067631,1.0
1.0,0.0509364098488958,0.0
1.0,0.044626121769989036,1.0
1.0,0.1314327217359208,1.0
1.0,0.4166392237130966,1.0
1.0,0.4957641593539971,1.0
1.0,0.5295119750801632,1.0
1.0,0.9687678460757118,1.0
1.0,0.6470719385543742,1.0
1.0,0.10242735769728883,1.0
1.0,0.9438274374312479,0.0
1.0,0.33866721833082736,1.0
1.0,0.46736269096826455,1.0
1.0,0.6346227823425714,0.0
1.0,0.10889474614216954,1.0
1.0,0.44131731706980304,1.0
1.0,0.4347914452280289,0.0
1.0,0.053680642220063746,1.0
1.0,0.5036486433997771,1.0
1.0,0.9029274232615456,0.0
1.0,0.7589092163207913,0.0
1.0,0.39633495471539293,1.0
1.0,0.042134539942664695,1.0
1.0,0.12013244391100242,1.0
1.0,0.9028726371597638,0.0
1.0,0.9600058820112686,0.0
1.0,0.8935865945377676,1.0
1.0,0.5623957585593563,1.0
1.0,0.7903583023126771,1.0
1.0,0.6256813381746058,0.0
1.0,0.5293124563504634,1.0
1.0,0.3821083010340225,1.0
1.0,0.33915575532657916,1.0
1.0,0.44391184933348815,1.0
1.0,0.9667225434947327,1.0
1.0,0.33238396120510827,1.0
1.0,0.35973818570111016,1.0
1.0,0.8438655143892825,0.0
1.0,0.9875756240966567,0.0
1.0,0.9441573037580288,0.0
1.0,0.07946176207377964,1.0
1.0,0.7903419788896907,1.0
1.0,0.06951173190691318,1.0
1.0,0.6970179422556047,0.0
1.0,0.9732112633203724,0.0
1.0,0.7633061352315683,1.0
1.0,0.800781231054663,1.0
1.0,0.3531632617734577,1.0
1.0,0.6221427063198124,0.0
1.0,0.4167534934636079,1.0
1.0,0.4473032542157399,1.0
1.0,0.237549766630049,1.0
1.0,0.1943814782328891,1.0
1.0,0.896789841658606,1.0
1.0,0.7528982870752827,1.0
1.0,0.5518332420136326,1.0
1.0,0.4547201363983745,1.0
1.0,0.5573520661282374,0.0
1.0,0.1037267461374416,1.0
1.0,0.7738529368711542,0.0
1.0,0.08533641048623886,1.0
1.0,0.5049476171696903,1.0
1.0,0.6592648296186309,1.0
1.0,0.2866293004011722,1.0
1.0,0.2727452080232814,1.0
1.0,0.8368707536682669,1.0
1.0,0.15853862584673506,1.0
1.0,0.037135606975607915,1.0
1.0,0.21712742455402823,1.0
1.0,0.3624319548454146,1.0
1.0,0.8518662064625191,1.0
1.0,0.7464422090083582,1.0
1.0,0.8756684567351903,1.0
1.0,0.3979915774423185,1.0
1.0,0.5447251740105282,1.0
1.0,0.015455644959150638,1.0
1.0,0.34108369005116446,0.0
1.0,0.26432764041847145,0.0
1.0,0.07655112762733818,1.0
1.0,0.48014468953569145,1.0
1.0,0.16314354058954095,0.0
1.0,0.4732126129885297,1.0
1.0,0.9342804702208254,0.0
1.0,0.9541700019341107,0.0
1.0,0.704815467860904,1.0
1.0,0.47514977576807615,1.0
1.0,0.5972035657296854,1.0
1.0,0.6507606708508474,0.0
1.0,0.13459439887936908,1.0
1.0,0.4748144783843147,1.0
1.0,0.24035457774366553,0.0
1.0,0.5938747804428623,0.0
1.0,0.10110524709311886,1.0
1.0,0.9527561687723596,0.0
1.0,0.8623056976357093,1.0
1.0,0.6637464342245929,0.0
1.0,0.14929635140986863,1.0
1.0,0.8445932092284719,0.0
1.0,0.8781829661219964,0.0
1.0,0.3446890645377101,1.0
1.0,0.3232225875935536,1.0
1.0,0.7530620604421056,0.0
1.0,0.527433279325185,1.0
1.0,0.22181162766054174,1.0
1.0,0.05320472898579842,1.0
1.0,0.38212557347074017,0.0
1.0,0.7772590822975012,1.0
1.0,0.36842353670617967,0.0
1.0,0.27346048262035205,1.0
1.0,0.714766355270381,1.0
1.0,0.9446755420343251,1.0
1.0,0.7938547541950867,1.0
1.0,0.15616644665526447,1.0
1.0,0.11632226007895752,0.0
1.0,0.13049167613662405,1.0
1.0,0.6379985331612215,1.0
1.0,0.6529732771379523,0.0
1.0,0.8057112258140169,1.0
1.0,0.5159341541688982,1.0
1.0,0.11943344005057377,1.0
1.0,0.3457473242439979,1.0
1.0,0.9083531887500313,0.0
1.0,0.33394018677253523,1.0
1.0,0.12551447626598056,1.0
1.0,0.4205968314597661,1.0
1.0,0.04625624251480798,1.0
1.0,0.06585924486957595,1.0
1.0,0.016235686184030373,1.0
1.0,0.12139635907921609,1.0
1.0,0.6101294408605902,0.0
1.0,0.708465089123981,0.0
1.0,0.7648483708765252,1.0
1.0,0.6754848133141835,1.0
1.0,0.43778345488002957,0.0
1.0,0.01377506587999544,1.0
1.0,0.8785874003890898,1.0
1.0,0.6960107752894772,1.0
1.0,0.866374064357272,1.0
1.0,0.9670870699985887,0.0
1.0,0.4695359789481498,1.0
1.0,0.31037243934740055,1.0
1.0,0.8597798737554598,1.0
1.0,0.9402326834052006,1.0
1.0,0.622472340303292,1.0
1.0,0.9003549308898344,1.0
1.0,0.8960632041799951,1.0
1.0,0.1413296478589775,1.0
1.0,0.42940114683502373,1.0
1.0,0.8494677736455719,1.0
1.0,0.38743676321749476,1.0
1.0,0.5964031237147387,1.0
1.0,0.36213404873259114,1.0
1.0,0.8346515183662114,1.0
1.0,0.5359804165932442,1.0
1.0,0.34703955456039937,1.0
1.0,0.06966393312287944,1.0
1.0,0.06549621047718834,1.0
1.0,0.16081037182306657,1.0
1.0,0.8020746483852018,0.0
1.0,0.09659622263950796,1.0
1.0,0.8845775219245507,1.0
1.0,0.8950675917737657,1.0
1.0,0.4041130401436889,1.0
1.0,0.9806987728348879,1.0
1.0,0.5428767297033912,1.0
1.0,0.5187219188341133,1.0
1.0,0.9653830344259864,1.0
1.0,0.5823416720406243,1.0
1.0,0.04238675269469783,1.0
1.0,0.12755966473732727,1.0
1.0,0.43602815909792747,1.0
1.0,0.7924010836036502,1.0
1.0,0.8396979838241555,0.0
1.0,0.6733490040691928,1.0
1.0,0.3975048801542601,1.0
1.0,0.40301028597451016,1.0
1.0,0.7011775835326368,1.0
1.0,0.48048120111622517,1.0
1.0,0.7998331497298428,0.0
