intercept,age,age^2,id,data_names,traj_gt,y1,y2
1.0,70.10708431289598,4915.003270855505,33,33_0,1,4.809243015757804,4.883440655758015
1.0,75.10708431289598,5641.074113984465,33,33_1,1,5.33831496330224,5.402404088314243
1.0,80.10708431289598,6417.144957113424,33,33_2,1,4.107407282573073,4.46307736381035
1.0,61.83666426505028,3823.7730474285463,34,34_0,1,4.6654067418265015,4.839607946682314
1.0,66.83666426505027,4467.139690079049,34,34_1,1,5.035686591376565,5.141164779254036
1.0,71.83666426505027,5160.506332729551,34,34_2,1,5.694560353510674,3.8029814424118435
1.0,63.82093431564786,4073.1116569222386,35,35_0,1,5.24608410222366,4.662965678734195
1.0,68.82093431564786,4736.321000078718,35,35_1,1,4.990684628902785,5.889882576786483
1.0,73.82093431564786,5449.530343235196,35,35_2,1,4.848447573267822,4.653495690327834
1.0,55.57748000315671,3088.856283501284,36,36_0,1,5.106997893127535,4.920402201000126
1.0,60.57748000315671,3669.631083532851,36,36_1,1,5.462613345225565,5.095051638210419
1.0,65.57748000315671,4300.405883564418,36,36_2,1,5.49232886478323,4.294397041500187
1.0,79.23237217738102,6277.768800855022,37,37_0,1,4.133068379599891,4.523061525204928
1.0,84.23237217738102,7095.092522628833,37,37_1,1,4.548243058901251,4.257172655387302
1.0,89.23237217738102,7962.416244402643,37,37_2,1,4.626010222460253,4.704987207137103
1.0,46.332133616417295,2146.6666054495454,38,38_0,1,6.009016920185413,5.173867950720656
1.0,51.332133616417295,2634.9879416137187,38,38_1,1,5.292194783582102,5.108567324348722
1.0,56.332133616417295,3173.3092777778916,38,38_2,1,4.679010892180617,6.063506354436004
1.0,59.72150945295762,3566.6586913397064,39,39_0,1,4.710778670521741,4.701292760576134
1.0,64.72150945295762,4188.873785869282,39,39_1,1,5.202438318469332,4.227672497333734
1.0,69.72150945295762,4861.088880398858,39,39_2,1,4.320449066759095,4.384272991427347
1.0,74.31561816553828,5522.811103326084,40,40_0,1,5.122672356025501,4.847427947678753
1.0,79.31561816553828,6290.967284981466,40,40_1,1,5.886949644914993,5.5708787302573874
1.0,84.31561816553828,7109.123466636849,40,40_2,1,5.165254632443136,5.303862085482711
1.0,67.70835892693765,4584.421868579017,41,41_0,1,5.110273354497935,4.662092419910444
1.0,72.70835892693765,5286.505457848394,41,41_1,1,4.458786254086529,5.242957345741385
1.0,77.70835892693765,6038.58904711777,41,41_2,1,5.365316211502938,4.640560752689995
1.0,48.865877421805344,2387.8739762029054,42,42_0,1,5.0897108073468145,5.380347710117895
1.0,53.865877421805344,2901.5327504209586,42,42_1,1,5.379772912293557,4.6011045682179095
1.0,58.865877421805344,3465.191524639012,42,42_2,1,5.345604126129444,4.764036028237635
1.0,57.02035639283778,3251.3210431662364,43,43_0,1,4.797696442104854,5.431785899045879
1.0,62.02035639283778,3846.5246070946146,43,43_1,1,5.726894904313858,5.416663971199538
1.0,67.02035639283778,4491.728171022993,43,43_2,1,5.464400043210878,5.251038446275846
1.0,75.73238797269974,5735.394588047517,44,44_0,1,4.995601556924799,4.185745433059315
1.0,80.73238797269974,6517.718467774514,44,44_1,1,4.635664805502528,4.591940883100414
1.0,85.73238797269974,7350.042347501511,44,44_2,1,3.9669173749207207,4.54209720540283
1.0,60.0848052694704,3610.183824270178,45,45_0,1,4.785471885451229,4.846765710732037
1.0,65.0848052694704,4236.031876964881,45,45_1,1,4.237500613678603,4.986275733000526
1.0,70.0848052694704,4911.879929659585,45,45_2,1,4.805132722604174,4.507847353242551
1.0,74.48754728481579,5548.394700507668,46,46_0,1,5.504272472597046,4.671398944422006
1.0,79.48754728481579,6318.270173355826,46,46_1,1,4.660719889393752,4.891313056889159
1.0,84.48754728481579,7138.145646203984,46,46_2,1,5.354855855552865,4.936229013303205
1.0,61.175656759777105,3742.4609799900622,47,47_0,1,5.0699589859833525,5.06376732888756
1.0,66.1756567597771,4379.217547587832,47,47_1,1,3.596389254619565,5.4451275907553525
1.0,71.1756567597771,5065.974115185603,47,47_2,1,5.418999030594575,4.810088611651416
1.0,46.037089904911426,2119.4136469128975,48,48_0,1,4.937001733241037,5.300557666453578
1.0,51.037089904911426,2604.7845459620116,48,48_1,1,4.560386116267498,5.928413139163342
1.0,56.037089904911426,3140.155445011126,48,48_2,1,5.71663353880859,4.739595697261686
1.0,50.31948861644558,2532.0509346205968,49,49_0,1,4.764145339697832,5.248643459090964
1.0,55.31948861644558,3060.2458207850523,49,49_1,1,5.66831340728761,5.693390183800758
1.0,60.31948861644558,3638.4407069495082,49,49_2,1,5.258959160392677,5.314429183316606
1.0,60.972204452597,3717.6097158092894,50,50_0,1,5.828380282283285,5.2726621110574285
1.0,65.972204452597,4352.331760335259,50,50_1,1,4.951612225717719,4.701221461360112
1.0,70.972204452597,5037.053804861229,50,50_2,1,4.262204021560482,4.573804457766338
1.0,52.48063102473329,2754.2166327541986,51,51_0,1,4.443250493997039,4.021094687297229
1.0,57.48063102473329,3304.0229430015315,51,51_1,1,4.98441033694786,5.32130676815592
1.0,62.48063102473329,3903.8292532488645,51,51_2,1,5.8506733745520005,5.20717724967358
1.0,73.3323291155954,5377.630493518001,52,52_0,1,5.2443793410292425,4.895902641029922
1.0,78.3323291155954,6135.953784673955,52,52_1,1,4.983691561601725,5.315127605162819
1.0,83.3323291155954,6944.277075829908,52,52_2,1,5.128144298003505,4.309101117100527
1.0,76.90740735474469,5914.749306028638,53,53_0,1,4.657686413660348,4.796522225605789
1.0,81.90740735474469,6708.823379576084,53,53_1,1,4.759488723213157,4.618415596799814
1.0,86.90740735474469,7552.897453123532,53,53_2,1,4.461146662391875,4.625030759884228
1.0,47.0087750235794,2209.824929217503,54,54_0,1,4.721459206056391,4.560113326150347
1.0,52.0087750235794,2704.9126794532967,54,54_1,1,5.171858995101642,4.891795301061619
1.0,57.0087750235794,3250.0004296890907,54,54_2,1,4.652930441760494,5.84556807342539
1.0,74.14913562402815,5498.09431379052,55,55_0,1,4.806407845399854,5.1428329443584175
1.0,79.14913562402815,6264.585670030801,55,55_1,1,5.3852309009105515,4.232324908954377
1.0,84.14913562402815,7081.077026271083,55,55_2,1,4.4931398372598625,5.473948306315758
1.0,49.995789708237425,2499.578988550299,56,56_0,1,4.503778427802212,4.735916110252785
1.0,54.995789708237425,3024.5368856326736,56,56_1,1,5.002157693688417,5.40736372494769
1.0,59.995789708237425,3599.4947827150477,56,56_2,1,5.299310039459782,5.112469908605123
1.0,62.58646348241754,3917.065411235985,57,57_0,1,4.9354293830267455,4.207172735844267
1.0,67.58646348241754,4567.93004606016,57,57_1,1,4.902040071475221,4.538115584286552
1.0,72.58646348241754,5268.794680884335,57,57_2,1,5.789691043298995,5.001821841341865
1.0,75.8115701070763,5747.394162100146,58,58_0,1,5.862139225997901,4.414278951938154
1.0,80.8115701070763,6530.509863170909,58,58_1,1,4.124429340205845,4.859774804885655
1.0,85.8115701070763,7363.625564241672,58,58_2,1,4.353795062980213,4.831872819379716
1.0,48.008567825977025,2304.8225847014364,59,59_0,1,5.485125714992213,5.276077607599906
1.0,53.008567825977025,2809.9082629612067,59,59_1,1,5.6285987475065715,5.238903736921316
1.0,58.008567825977025,3364.993941220977,59,59_2,1,4.759832855001286,4.903437838120354
1.0,48.36137527625399,2338.8226186106704,60,60_0,1,5.884977355849781,4.774132028208554
1.0,53.36137527625399,2847.4363713732105,60,60_1,1,5.392356536092992,5.168681618879808
1.0,58.36137527625399,3406.05012413575,60,60_2,1,5.268417445106866,4.455649266078412
1.0,74.55993122943724,5559.18334493841,61,61_0,1,5.476768347555005,5.5585343356300925
1.0,79.55993122943724,6329.782657232783,61,61_1,1,4.321356863548575,3.83987757559761
1.0,84.55993122943724,7150.381969527155,61,61_2,1,5.113556479341244,4.813591224511467
1.0,73.45809210308262,5396.091295424969,62,62_0,1,3.9085213913628203,5.58925342523024
1.0,78.45809210308262,6155.672216455795,62,62_1,1,4.798270292703943,5.640926584833062
1.0,83.45809210308262,6965.253137486621,62,62_2,1,5.419123924381963,5.381790176591821
1.0,70.19478159777655,4927.30736355955,63,63_0,1,4.812377574418687,4.2813593787288795
1.0,75.19478159777655,5654.255179537316,63,63_1,1,5.216765768232884,4.752994069940132
1.0,80.19478159777655,6431.202995515081,63,63_2,1,5.539070901520111,3.98321328223891
1.0,57.99912308799086,3363.8982789759143,64,64_0,1,4.676825647841051,5.557062331611655
1.0,62.99912308799085,3968.8895098558223,64,64_1,1,4.5373757815090325,5.0822261599404746
1.0,67.99912308799085,4623.880740735731,64,64_2,1,5.169779162952591,5.129964133344003
1.0,69.20540948723793,4789.388702296282,65,65_0,1,5.232096920499571,5.693636614974752
1.0,74.20540948723793,5506.442797168661,65,65_1,1,4.995512151979565,4.821489709662499
1.0,79.20540948723793,6273.49689204104,65,65_2,1,5.294923243943288,4.868063105736183
1.0,46.65911626249837,2177.0731303973403,66,66_0,1,4.801126352180551,5.166988351389645
1.0,51.65911626249837,2668.664293022324,66,66_1,1,5.146187392285475,5.182012976773702
1.0,56.65911626249837,3210.2554556473074,66,66_2,1,5.035269716877485,5.500578807993591
1.0,66.54403133728862,4428.1081066180495,67,67_0,1,5.0798043497409555,4.49702945311801
1.0,71.54403133728862,5118.548419990935,67,67_1,1,4.924116740425522,5.555192854752674
1.0,76.54403133728862,5858.988733363822,67,67_2,1,4.934762571652747,5.832067611926216
1.0,49.631260689763884,2463.262037655302,68,68_0,1,4.917813494384629,5.7947476035833105
1.0,54.631260689763884,2984.5746445529408,68,68_1,1,4.510720098238127,5.496128303933879
1.0,59.631260689763884,3555.8872514505797,68,68_2,1,4.95946275500656,5.627436453091522
1.0,46.361080662078464,2149.349800155746,69,69_0,1,5.756069816604184,6.172156266971735
1.0,51.361080662078464,2637.9606067765303,69,69_1,1,5.971953121204387,5.038515018874182
1.0,56.361080662078464,3176.571413397315,69,69_2,1,5.819631722391713,5.286008998464208
1.0,54.040960205313446,2920.4253799122716,70,70_0,1,4.658493192338662,5.007809005689994
1.0,59.04096020531344,3485.834981965405,70,70_1,1,3.6346214181036,4.599941388943274
1.0,64.04096020531344,4101.244584018539,70,70_2,1,4.31161605276108,4.632847593876792
1.0,62.584347848603784,3916.800595635037,71,71_0,1,4.794296764635356,5.717017375434536
1.0,67.58434784860378,4567.6440741210745,71,71_1,1,4.6458443980202375,5.2779289635083755
1.0,72.58434784860378,5268.487552607113,71,71_2,1,4.426095082026802,4.525254712564462
1.0,51.49790715868781,2652.0344417248293,72,72_0,1,5.113087599871584,5.333983314864888
1.0,56.49790715868781,3192.0135133117074,72,72_1,1,4.7512375431967175,6.021922452722219
1.0,61.49790715868781,3781.9925848985854,72,72_2,1,5.4066948762508895,4.645227217698657
1.0,66.5166339730481,4424.462595104457,73,73_0,1,4.7840225479853915,5.076773520844527
1.0,71.5166339730481,5114.628934834938,73,73_1,1,5.125605587185912,4.537795916075956
1.0,76.5166339730481,5854.795274565419,73,73_2,1,4.7721549555018905,4.858799596214757
1.0,79.5169615537244,6322.947174736484,74,74_0,1,5.059643221522172,5.103021400407843
1.0,84.5169615537244,7143.116790273728,74,74_1,1,3.7916943139937156,3.9455839322031467
1.0,89.5169615537244,8013.286405810973,74,74_2,1,4.878222623735331,5.181614317295137
1.0,68.4663980537527,4687.647662454911,75,75_0,1,5.246890118789778,6.278480130472943
1.0,73.4663980537527,5397.3116429924385,75,75_1,1,5.860536139918164,4.660858520206376
1.0,78.4663980537527,6156.975623529966,75,75_2,1,4.200659940542367,5.005998786498599
1.0,67.27721021211065,4526.223013924525,76,76_0,1,4.932274125770321,5.320564200760146
1.0,72.27721021211065,5223.995116045631,76,76_1,1,4.782172765055739,4.117190341481543
1.0,77.27721021211065,5971.767218166738,76,76_2,1,5.3148479881832795,5.628274240109866
1.0,46.689715511444035,2179.9295345395776,77,77_0,1,6.125854428570592,4.7213287123237
1.0,51.689715511444035,2671.826689654018,77,77_1,1,4.4314688435789265,5.773947284937238
1.0,56.689715511444035,3213.7238447684585,77,77_2,1,6.11053218543865,5.586467761117677
1.0,59.68181166239289,3561.918643305336,78,78_0,1,5.18718335231746,6.028479335320654
1.0,64.68181166239289,4183.736759929265,78,78_1,1,6.094545807551281,5.149596410155432
1.0,69.68181166239289,4855.554876553194,78,78_2,1,5.498586162845503,4.620333635401238
1.0,73.06043653814221,5337.827387143906,79,79_0,1,5.477687567459611,5.108630428490343
1.0,78.06043653814221,6093.431752525328,79,79_1,1,5.03334731864841,5.086384248851094
1.0,83.06043653814221,6899.0361179067495,79,79_2,1,5.527247505156989,5.257821008511355
1.0,60.221916527093505,3626.6792301962178,80,80_0,1,5.00341818612481,5.511802211098322
1.0,65.2219165270935,4253.898395467152,80,80_1,1,5.096865378961225,4.994278037421862
1.0,70.2219165270935,4931.117560738087,80,80_2,1,4.999047297017868,5.837426572691802
1.0,49.40189928473882,2440.5476529394778,81,81_0,1,5.090804553890735,5.362478949360858
1.0,54.40189928473882,2959.566645786866,81,81_1,1,4.677201708828592,5.772159593704616
1.0,59.40189928473882,3528.585638634254,81,81_2,1,5.780625604058116,4.690465358955288
1.0,51.925641835205774,2696.272279998072,82,82_0,1,4.9785062866112835,5.41228243305524
1.0,56.925641835205774,3240.5286983501296,82,82_1,1,4.889197335431139,5.476121720518849
1.0,61.925641835205774,3834.7851167021877,82,82_2,1,4.440468477816885,4.953304288872819
1.0,57.022626741183345,3251.579960464318,83,83_0,1,5.931073336142662,5.167515101258001
1.0,62.022626741183345,3846.8062278761513,83,83_1,1,4.568774831254879,5.524762427229375
1.0,67.02262674118334,4492.032495287985,83,83_2,1,5.180822802407108,5.975226231098128
1.0,58.679560791726814,3443.290854709963,84,84_0,1,4.9693156379313415,5.787535196719874
1.0,63.679560791726814,4055.086462627231,84,84_1,1,5.153949841424012,5.112590517858672
1.0,68.67956079172681,4716.882070544499,84,84_2,1,6.27516134485532,5.2753885116907835
1.0,57.3576965978814,3289.9053590146154,85,85_0,1,5.113277188697039,5.127169303373604
1.0,62.3576965978814,3888.4823249934298,85,85_1,1,5.503319615931862,4.794541412774512
1.0,67.3576965978814,4537.059290972244,85,85_2,1,5.162994325211287,5.261717530131686
1.0,79.69110200516353,6350.671738797379,86,86_0,1,3.8564715279989263,4.808347730836417
1.0,84.69110200516353,7172.582758849014,86,86_1,1,5.358467752361506,5.06519476964133
1.0,89.69110200516353,8044.493778900649,86,86_2,1,5.6526904438886945,5.3339912528081195
1.0,53.304441995559344,2841.3635364579504,87,87_0,1,5.696021520253723,4.7377761041213144
1.0,58.304441995559344,3399.407956413544,87,87_1,1,5.721908969999589,4.45713601740234
1.0,63.304441995559344,4007.4523763691377,87,87_2,1,4.651287896350421,4.691890925116804
1.0,59.27311557810143,3513.302230334971,88,88_0,1,4.8045035436883,5.246725047471641
1.0,64.27311557810143,4131.033386115984,88,88_1,1,5.107924381306969,4.7179405512813535
1.0,69.27311557810143,4798.764541896999,88,88_2,1,5.119618870398171,4.568198495048465
1.0,60.67759654374182,3681.7707223251095,89,89_0,1,5.103817387358634,4.912965255183973
1.0,65.67759654374183,4313.546687762529,89,89_1,1,5.2336786450431925,4.95499866950706
1.0,70.67759654374183,4995.322653199947,89,89_2,1,4.344647822391265,4.590217223019475
1.0,60.141642307862156,3617.0171394868353,90,90_0,1,4.982997448649905,4.234088750300987
1.0,65.14164230786216,4243.433562565457,90,90_1,1,5.654260885623064,4.577354450741005
1.0,70.14164230786216,4919.8499856440785,90,90_2,1,5.282093817235322,5.741256534097591
1.0,60.39693920335019,3647.7902651331797,91,91_0,1,3.7688657770813396,4.675073245560592
1.0,65.3969392033502,4276.759657166683,91,91_1,1,5.647889335892135,5.307056508725047
1.0,70.3969392033502,4955.729049200184,91,91_2,1,5.2865696456853,5.507592434452078
1.0,68.02409835757695,4627.2779573613025,92,92_0,1,5.0023062580996305,5.967175202007519
1.0,73.02409835757695,5332.518940937072,92,92_1,1,5.1111049641280175,4.8563866392715225
1.0,78.02409835757695,6087.759924512841,92,92_2,1,5.502018888462535,5.091294078269939
1.0,56.16554584062254,3154.568539575072,93,93_0,1,4.844311768472915,5.011464657802019
1.0,61.16554584062254,3741.2239979812975,93,93_1,1,5.3252683461934405,4.69385530133908
1.0,66.16554584062254,4377.879456387523,93,93_2,1,5.158651741229578,5.078609143697551
1.0,47.75674373987053,2280.706572635663,94,94_0,1,6.320118620478105,4.6182362139428115
1.0,52.75674373987053,2783.274010034368,94,94_1,1,5.480025221099803,4.999135150548895
1.0,57.75674373987053,3335.8414474330734,94,94_2,1,4.750037603946651,5.134949550041589
1.0,45.135085453722795,2037.175938914859,95,95_0,1,4.673611392770081,5.135587916201618
1.0,50.135085453722795,2513.526793452087,95,95_1,1,4.857889080224538,5.072802567946687
1.0,55.135085453722795,3039.877647989315,95,95_2,1,6.138901200360005,4.002824485439236
1.0,76.4392445216813,5842.9581030453855,96,96_0,1,4.754920341315324,4.419315920672802
1.0,81.4392445216813,6632.350548262199,96,96_1,1,4.682612879138827,4.938527139489949
1.0,86.4392445216813,7471.742993479012,96,96_2,1,5.476254391885874,4.80735505379607
1.0,45.18221872108665,2041.4328885601128,97,97_0,1,5.270769706645437,6.27218968450648
1.0,50.18221872108665,2518.255075770979,97,97_1,1,6.02605964029553,5.415327942285296
1.0,55.18221872108665,3045.0772629818457,97,97_2,1,5.37291021513507,5.294072177019106
1.0,77.59576726447904,6021.103097363197,98,98_0,1,4.842822587028648,5.142868214438015
1.0,82.59576726447904,6822.060770007987,98,98_1,1,4.265567586515019,5.380484517374597
1.0,87.59576726447904,7673.018442652778,98,98_2,1,4.750019213665492,4.3873656802484495
1.0,49.866916870343566,2486.709398153756,99,99_0,1,5.517808946234316,5.0484189888013375
1.0,54.866916870343566,3010.3785668571913,99,99_1,1,3.896848387283391,5.231703573453333
1.0,59.866916870343566,3584.047735560627,99,99_2,1,4.644236305651026,5.642213939553602
1.0,62.389233298874714,3892.4164316214174,100,100_0,1,4.612543057233632,5.199594423664283
1.0,67.38923329887471,4541.308764610165,100,100_1,1,5.128325654600307,4.416332214400745
1.0,72.38923329887471,5240.2010975989115,100,100_2,1,5.187842418531531,5.3231222331164405
1.0,67.91381662240849,4612.286488222127,101,101_0,1,4.823472773974191,4.924357023136608
1.0,72.91381662240849,5316.424654446213,101,101_1,1,4.434141685464937,5.045566198452759
1.0,77.91381662240849,6070.562820670298,101,101_2,1,4.441245510311443,4.273617142173948
1.0,58.710253973459245,3446.893921628087,102,102_0,1,4.945960434106807,4.195702388164769
1.0,63.710253973459245,4058.9964613626794,102,102_1,1,5.757647856712611,5.586485632241992
1.0,68.71025397345925,4721.099001097272,102,102_2,1,6.3733249636553975,5.484648397801159
1.0,61.347367810910086,3763.4995373270867,103,103_0,1,4.837968122075877,5.542132028306884
1.0,66.34736781091009,4401.973215436188,103,103_1,1,5.092508025494987,5.502091971326575
1.0,71.34736781091009,5090.446893545289,103,103_2,1,4.338093085498496,5.760443638822759
1.0,57.77931648507758,3338.449413482758,104,104_0,1,4.1094676884951244,5.539324203733343
1.0,62.77931648507757,3941.2425783335325,104,104_1,1,5.551310999102486,4.542452893986102
1.0,67.77931648507757,4594.035743184309,104,104_2,1,5.551253209837773,5.394139429420686
1.0,72.56715041724473,5265.991319679022,105,105_0,1,5.535824525488384,5.119130667732267
